Marque,Modèle,Puissance Fiscale (CV),Puissance Moteur,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Type de Carburant,Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 2.0dCi (115ch) BVR6,8,84.0,A 6,8.9,7.2,7.8,207,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 2.0L 16v (120ch),9,87.5,M 6,12.8,8.5,10.1,241,ES,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 2.0L 16v (120ch),9,87.5,M 6,12.8,8.5,10.1,241,ES,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 2.0L 16v (120ch),9,87.5,M 6,12.9,8.6,10.2,244,ES,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 2.5dCi (115ch) BVR6,8,84.0,M 6,10.5,7.7,8.8,232,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 2.5dCi (140ch),9,99.0,M 6,10.3,7.7,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 2.5dCi (140ch) BVR6,9,99.0,A 6,9.4,7.0,7.8,206,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 2.5dCi (145ch) BVR6,10,107.0,A 6,9.5,7.4,8.2,215,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.2t 6PL 2.0dCi (115ch) BVR6,8,84.0,A 6,8.9,7.2,7.8,207,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.2t 6PL 2.5dCi (115ch),8,84.0,M 6,10.5,7.7,8.8,232,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.2t 6PL 2.5dCi (140ch),9,99.0,M 6,10.3,7.7,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.2t 6PL 2.5dCi (140ch) BVR6,9,99.0,A 6,9.4,7.0,7.8,206,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.2t 9PL 2.0dCi (115ch) BVR6,8,84.0,A 6,9.1,7.4,8.0,213,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.2t 9PL 2.5dCi (115ch),8,84.0,M 6,10.5,7.7,8.8,232,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.2t 9PL 2.5dCi (140ch),9,99.0,M 6,10.3,7.7,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.2t 9PL 2.5dCi (140ch) BVR6,9,99.0,A 6,9.4,7.0,7.8,206,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.9dci (100ch),7,74.0,M 6,9.6,6.9,7.9,210,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.9dci (100ch),7,74.0,M 6,9.8,7.1,8.0,212,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 1.9dCi (82ch),7,60.0,M 5,9.8,7.1,8.0,212,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.0dCi (115ch),8,84.0,M 6,10.2,7.4,8.4,224,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.0dCi (115ch),8,84.0,M 6,10.4,7.6,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.0dCi (115ch) BVR6,8,84.0,A 6,9.1,7.4,8.0,213,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.0dCi (115ch) BVR6,8,84.0,A 6,9.3,7.6,8.2,218,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.0dCi (90ch),7,66.0,M 6,10.2,7.4,8.4,224,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.0dCi (90ch),7,66.0,M 6,10.4,7.6,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.0L 16v (120ch),9,87.5,M 6,13.1,8.8,10.4,249,ES,,,,
NISSAN,PRIMASTAR Combi L1H1 2.0L 16v (120ch),9,86.0,M 6,13.6,8.8,10.5,250,ES,,,,
NISSAN,PRIMASTAR Combi L1H1 2.0L 16v (120ch),9,86.0,M 6,13.7,8.9,10.6,253,ES,,,,
NISSAN,PRIMASTAR Combi L1H1 2.5dCi (115ch),8,84.0,M 6,10.7,7.9,8.9,235,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.5dCi (140ch),9,99.0,M 6,10.3,7.7,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.5dCi (140ch),9,99.0,M 6,10.3,7.7,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.5dCi (140ch),9,99.0,M 6,10.3,7.7,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.5dCi (140ch),9,99.0,M 6,10.7,7.8,8.9,235,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.5dCi (140ch) BVR6,9,99.0,A 6,9.7,7.3,8.1,214,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.5dCi (145ch),10,107.0,M 6,10.7,7.9,8.9,236,GO,,,,
NISSAN,PRIMASTAR Combi L1H1 2.5dCi (145ch) BVR6,10,107.0,A 6,9.8,7.8,8.5,225,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 6PL 1.9dCi (100ch),7,74.0,M 6,9.3,6.8,7.7,205,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 6PL 1.9dCi (82ch),6,60.0,M 5,9.3,6.8,7.7,205,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 6PL 2.0dCi (115ch) BVR6,8,84.0,A 6,9.1,7.4,8.0,213,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 6PL 2.0L 16v (120ch),9,87.5,M 6,12.8,8.5,10.1,241,ES,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 6PL 2.5dCi (115ch),8,84.0,M 6,10.5,7.7,8.8,232,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 6PL 2.5dCi (140ch),9,99.0,M 6,10.3,7.7,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 6PL 2.5dCi (140ch) BVR6,9,99.0,A 6,9.4,7.0,7.8,206,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 9PL 2.0dCi (115ch) BVR6,8,84.0,A 6,9.1,7.4,8.0,213,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 9PL 2.5dCi (115ch),8,84.0,M 6,10.5,7.7,8.8,232,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 9PL 2.5dCi (140ch),9,99.0,M 6,10.3,7.7,8.6,228,GO,,,,
NISSAN,PRIMASTAR Combi L2H1 1.2t 9PL 2.5dCi (140ch) BVR6,9,99.0,A 6,9.5,7.1,7.9,209,GO,,,,
NISSAN,PRIMERA 4P 1.6L,7,80.0,M 5,9.3,6.0,7.2,173,ES,,,,
NISSAN,PRIMERA 4P 1.8L,7,85.0,M 5,9.6,6.1,7.4,177,ES,,,,
NISSAN,PRIMERA 4P 1.8L BVA4,8,85.0,A 4,10.4,6.6,8.0,192,ES,,,,
NISSAN,PRIMERA 4P 1.9dCi,7,88.0,M 6,7.3,4.8,5.7,151,GO,,,,
NISSAN,PRIMERA 4P 2.0L,9,103.0,M 6,11.9,6.9,8.7,208,ES,,,,
NISSAN,PRIMERA 4P 2.0L,9,103.0,M 6,11.9,6.9,8.7,208,ES,,,,
NISSAN,PRIMERA 4P 2.0L M-CVT,9,103.0,V 0,11.9,7.0,8.8,209,ES,,,,
NISSAN,PRIMERA 4P 2.0L M-CVT,9,103.0,V 0,11.9,7.0,8.8,209,ES,,,,
NISSAN,PRIMERA 4P 2.2dCi,8,102.0,M 6,8.1,5.0,6.1,164,GO,,,,
NISSAN,PRIMERA 5P 1.6L,7,80.0,M 5,9.3,6.0,7.2,173,ES,,,,
NISSAN,PRIMERA 5P 1.8L,7,85.0,M 5,9.6,6.1,7.4,177,ES,,,,
NISSAN,PRIMERA 5P 1.8L BVA4,8,85.0,A 4,10.4,6.6,8.0,192,ES,,,,
NISSAN,PRIMERA 5P 1.9dCi,7,88.0,M 6,7.3,4.8,5.7,151,GO,,,,
NISSAN,PRIMERA 5P 2.0L,9,103.0,M 6,11.9,6.9,8.7,208,ES,,,,
NISSAN,PRIMERA 5P 2.0L,9,103.0,M 6,11.9,6.9,8.7,208,ES,,,,
NISSAN,PRIMERA 5P 2.0L M-CVT,9,103.0,V 0,11.9,7.0,8.8,209,ES,,,,
NISSAN,PRIMERA 5P 2.0L M-CVT,9,103.0,V 0,11.9,7.0,8.8,209,ES,,,,
NISSAN,PRIMERA 5P 2.2dCi,8,102.0,M 6,8.1,5.0,6.1,164,GO,,,,
NISSAN,PRIMERA BREAK 1.6L,7,80.0,M 5,9.3,6.0,7.2,173,ES,,,,
NISSAN,PRIMERA BREAK 1.8L,7,85.0,M 5,9.6,6.1,7.4,177,ES,,,,
NISSAN,PRIMERA BREAK 1.8L BVA4,8,85.0,A 4,10.4,6.6,8.0,192,ES,,,,
NISSAN,PRIMERA BREAK 1.9dCi,7,88.0,M 6,7.3,4.8,5.7,151,GO,,,,
NISSAN,PRIMERA BREAK 2.0L,9,103.0,M 6,12.2,7.3,9.1,220,ES,,,,
NISSAN,PRIMERA BREAK 2.0L,9,103.0,M 6,12.2,7.3,9.1,220,ES,,,,
NISSAN,PRIMERA BREAK 2.0L M-CVT,9,103.0,V 0,11.9,7.0,8.8,209,ES,,,,
NISSAN,PRIMERA BREAK 2.0L M-CVT,9,103.0,V 0,11.9,7.0,8.8,209,ES,,,,
NISSAN,PRIMERA BREAK 2.2dCi,8,102.0,M 6,8.1,5.0,6.1,164,GO,,,,
NISSAN,QASHQAI  1.5dci,6,78.0,M 6,6.2,5.0,5.4,145,GO,,,,
NISSAN,QASHQAI  2.0dci,9,110.0,M 6,8.6,5.5,6.6,174,GO,,,,
NISSAN,QASHQAI  2.0dci All mode,9,110.0,M 6,8.7,5.9,6.9,184,GO,,,,
NISSAN,QASHQAI  2.0dci All mode,10,110.0,A 6,10.1,6.5,7.8,208,GO,,,,
NISSAN,QASHQAI  2.0L,9,104.0,V 0,10.4,6.5,8.0,192,ES,,,,
NISSAN,QASHQAI  2.0L,9,104.0,M 6,10.8,6.8,8.2,199,ES,,,,
NISSAN,QASHQAI  2.0L All mode,9,104.0,V 0,10.8,6.9,8.3,201,ES,,,,
NISSAN,QASHQAI  2.0L All mode,9,104.0,M 6,11.0,7.0,8.4,204,ES,,,,
NISSAN,QASHQAI 1.6L,7,84.0,M 5,8.4,5.7,6.7,162,ES,,,,
NISSAN,TERRANO COURT 2.7TDi,10,92.0,M 5,11.8,8.6,9.8,260,GO,,,,
NISSAN,TERRANO COURT 2.7TDi,10,92.0,M 5,11.8,8.6,9.8,260,GO,,,,
NISSAN,TERRANO COURT 3.0L Di,10,113.0,M 5,11.3,7.4,8.8,232,GO,,,,
NISSAN,TERRANO COURT 3.0L Di BVA4,11,113.0,A 4,12.7,8.2,9.8,259,GO,,,,
NISSAN,TIIDA 1.5dci 4p,8,93.0,M 6,10.1,6.5,7.8,188,ES,,,,
NISSAN,TIIDA 1.5dci 5p,8,93.0,M 6,10.1,6.5,7.8,188,ES,,,,
NISSAN,TIIDA 1.6L 4p,7,81.0,M 5,8.9,5.7,6.9,165,ES,,,,
NISSAN,TIIDA 1.6L 5p,7,81.0,M 5,8.9,5.7,6.9,165,ES,,,,
NISSAN,TIIDA 1.6L BVA4 4p,7,81.0,A 4,10.0,5.9,7.4,178,ES,,,,
NISSAN,TIIDA 1.6L BVA4 5p,7,81.0,A 4,10.0,5.9,7.4,178,ES,,,,
NISSAN,TIIDA 1.8L 4p,6,78.0,M 6,6.0,4.8,5.2,138,GO,,,,
NISSAN,TIIDA 1.8L 5p,6,78.0,M 6,6.0,4.8,5.2,138,GO,,,,
NISSAN,X-TRAIL 2.0L,9,103.0,M 5,12.2,7.6,9.3,222,ES,,,,
NISSAN,X-TRAIL 2.0L,9,103.0,M 5,12.2,7.6,9.3,222,ES,,,,
NISSAN,X-TRAIL 2.0L,9,103.0,M 5,12.2,7.6,9.3,222,ES,,,,
NISSAN,X-TRAIL 2.0L,9,103.0,M 5,12.2,7.6,9.3,222,ES,,,,
NISSAN,X-TRAIL 2.0L,9,103.0,M 5,12.2,7.6,9.3,222,ES,,,,
NISSAN,X-TRAIL 2.0L,9,103.0,M 5,12.2,7.6,9.3,222,ES,,,,
NISSAN,X-TRAIL 2.0L 4x2,9,103.0,M 5,11.9,7.4,9.1,217,ES,,,,
NISSAN,X-TRAIL 2.0L 4x2,9,103.0,M 5,11.9,7.4,9.1,217,ES,,,,
NISSAN,X-TRAIL 2.0L BVA4,10,103.0,A 4,12.9,7.9,9.7,232,ES,,,,
NISSAN,X-TRAIL 2.0L BVA4,10,103.0,A 4,12.9,7.9,9.7,232,ES,,,,
NISSAN,X-TRAIL 2.0L BVA4,10,103.0,A 4,12.9,7.9,9.7,232,ES,,,,
NISSAN,X-TRAIL 2.0L BVA4,10,103.0,A 4,12.9,7.9,9.7,232,ES,,,,
NISSAN,X-TRAIL 2.0L BVA4,10,103.0,A 4,12.9,7.9,9.7,232,ES,,,,
NISSAN,X-TRAIL 2.0L BVA4,10,103.0,A 4,12.9,7.9,9.7,232,ES,,,,
NISSAN,X-TRAIL 2.2VDi,9,100.0,M 6,9.0,6.2,7.2,190,GO,,,,
NISSAN,X-TRAIL 2.2VDi,9,100.0,M 6,9.0,6.2,7.2,190,GO,,,,
NISSAN,X-TRAIL 2.2VDi,9,100.0,M 6,9.2,6.8,7.6,203,GO,,,,
NISSAN,X-TRAIL 2.2VDi,9,100.0,M 6,9.2,6.8,7.6,203,GO,,,,
NISSAN,X-TRAIL 2.2VDi,9,100.0,M 6,9.4,6.8,7.7,206,GO,,,,
NISSAN,X-TRAIL 2.2VDi,9,100.0,M 6,9.4,6.8,7.7,206,GO,,,,
NISSAN,X-TRAIL 2.2VDi 4x2,9,100.0,M 6,8.9,6.1,7.1,189,GO,,,,
NISSAN,X-TRAIL 2.2VDi 4x2,9,100.0,M 6,8.9,6.1,7.1,189,GO,,,,
NISSAN,X-TRAIL 2.2VDi 4x2,9,100.0,M 6,9.0,6.7,7.5,201,GO,,,,
NISSAN,X-TRAIL 2.2VDi 4x2,9,100.0,M 6,9.0,6.7,7.5,201,GO,,,,
NISSAN,X-TRAIL 2.2VDi 4x2,9,100.0,M 6,9.3,6.7,7.6,204,GO,,,,
NISSAN,X-TRAIL 2.2VDi 4x2,9,100.0,M 6,9.3,6.7,7.6,204,GO,,,,
NISSAN,X-TRAIL 2.5L,11,121.0,M 5,12.6,7.6,9.4,226,ES,,,,
NISSAN,X-TRAIL 2.5L,11,121.0,M 5,12.6,7.6,9.4,226,ES,,,,
NISSAN,X-TRAIL 2.5L,11,121.0,M 5,12.6,7.6,9.4,226,ES,,,,
NISSAN,X-TRAIL 2.5L,11,121.0,M 5,12.6,7.6,9.4,226,ES,,,,
NISSAN,X-TRAIL 2.5L BVA4,11,121.0,A 4,12.7,7.9,9.6,231,ES,,,,
NISSAN,X-TRAIL 2.5L BVA4,11,121.0,A 4,12.7,7.9,9.6,231,ES,,,,
NISSAN,X-TRAIL 2.5L BVA4,11,121.0,A 4,12.7,7.9,9.6,231,ES,,,,
NISSAN,X-TRAIL 2.5L BVA4,11,121.0,A 4,12.7,7.9,9.6,231,ES,,,,
NISSAN,X-TRAIL 2.5L BVA4,11,121.0,A 4,12.7,7.9,9.6,231,ES,,,,
NISSAN,X-TRAIL 2.5L BVA4,11,121.0,A 4,12.7,7.9,9.6,231,ES,,,,
OPEL,AGILA 1.0L TwinPort BVM5,4,44.0,M 5,7.0,5.1,5.8,139,ES,,,,
OPEL,AGILA 1.2L TwinPort BVM5,5,59.0,M 5,7.6,5.1,6.0,144,ES,,,,
OPEL,AGILA 1.3L CDti BVM5,4,51.0,M 5,6.3,4.1,4.9,132,GO,,,,
OPEL,ANTARA 2.0L CDTI BVA5 CLIM,10,110.0,A 5,10.9,7.3,8.6,238,GO,,,,
OPEL,ANTARA 2.0L CDTI BVM5 CLIM,9,110.0,M 5,8.7,6.8,7.6,198,GO,,,,
OPEL,ANTARA 2.4L Ecotec BVM5,10,103.0,M 5,13.3,7.3,9.6,229,ES,,,,
OPEL,ANTARA 3.2L V6 BVA5,16,167.0,A 5,16.4,8.9,11.6,278,ES,,,,
OPEL,ASTRA 1.3L CDTI BVM6 CLIM,5,66.0,M 6,6.2,4.0,4.8,130,GO,,,,
OPEL,ASTRA 1.3L CDTI BVM6 CLIM,5,66.0,M 6,6.2,4.0,4.8,130,GO,,,,
OPEL,ASTRA 1.3L CDti BVM6 CLIM,5,66.0,M 6,6.2,4.0,4.8,130,GO,,,,
OPEL,ASTRA 1.4L Twinport BVM5 CLIM,5,66.0,M 5,8.0,5.0,6.2,146,ES,,,,
OPEL,ASTRA 1.4L Twinport BVM5 CLIM,5,66.0,M 5,8.0,5.0,6.1,146,ES,,,,
OPEL,ASTRA 1.6 BVM5 CLIM,7,85.0,M 5,8.5,5.0,6.3,151,ES,,,,
OPEL,ASTRA 1.6 BVM5 CLIM,7,85.0,M 5,8.7,5.2,6.5,156,ES,,,,
OPEL,ASTRA 1.6 BVM5 CLIM,7,85.0,M 5,8.7,5.2,6.5,156,ES,,,,
OPEL,ASTRA 1.6 BVM5 CLIM,7,85.0,M 5,8.7,5.2,6.5,156,ES,,,,
OPEL,ASTRA 1.6 BVM5 CLIM,7,85.0,M 5,8.9,5.4,6.7,161,ES,,,,
OPEL,ASTRA 1.6 BVM5 CLIM,7,85.0,M 5,8.9,5.4,6.7,161,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,8.5,5.0,6.3,151,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,8.7,5.2,6.5,156,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,8.7,5.2,6.5,156,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,8.7,5.2,6.5,156,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,8.8,5.3,6.6,158,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,8.9,5.4,6.7,161,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,8.9,5.4,6.7,161,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,9.0,5.5,6.8,163,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,9.0,5.5,6.8,163,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,9.1,5.6,6.9,166,ES,,,,
OPEL,ASTRA 1.6L BVM5 CLIM,7,85.0,M 5,9.1,5.6,6.9,166,ES,,,,
OPEL,ASTRA 1.6L Turbo BVM6 CLIM,11,132.0,M 6,10.3,6.2,7.7,185,ES,,,,
OPEL,ASTRA 1.6L Turbo BVM6 CLIM,11,132.0,M 6,10.3,6.2,7.7,185,ES,,,,
OPEL,ASTRA 1.6L Turbo BVM6 CLIM,11,132.0,M 6,10.5,6.4,7.9,190,ES,,,,
OPEL,ASTRA 1.7L CDTI BVM5 CLIM,6,74.0,M 5,6.4,4.2,5.0,135,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM5 CLIM,6,74.0,M 5,6.4,4.2,5.0,135,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM5 CLIM,6,74.0,M 5,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM5 CLIM,6,74.0,M 5,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM5 CLIM,6,74.0,M 5,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM5 CLIM,6,74.0,M 5,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM5 CLIM,6,74.0,M 5,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM5 CLIM,6,74.0,M 5,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM6 CLIM,6,74.0,M 6,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM6 CLIM,6,74.0,M 6,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM6 CLIM,6,74.0,M 6,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.7L CDTI BVM6 CLIM,6,74.0,M 6,6.5,4.3,5.1,138,GO,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.4,6.1,7.7,185,ES,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.5,6.2,7.8,187,ES,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.5,6.2,7.8,187,ES,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.6,6.3,7.9,190,ES,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.6,6.3,7.9,190,ES,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.7,6.4,8.0,192,ES,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.7,6.4,8.0,192,ES,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.7,6.4,8.0,192,ES,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.7,6.4,8.0,192,ES,,,,
OPEL,ASTRA 1.8L BVA4 CLIM,9,103.0,A 4,10.8,6.5,8.1,194,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,8,103.0,M 5,9.9,5.8,7.3,175,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,8,103.0,M 5,9.9,5.8,7.3,175,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,8,103.0,M 5,10.0,5.9,7.4,178,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,9,103.0,M 5,10.1,6.0,7.5,180,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,9,103.0,M 5,10.1,6.0,7.5,180,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,9,103.0,M 5,10.1,6.0,7.5,180,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,9,103.0,M 5,10.1,6.0,7.5,180,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,9,103.0,M 5,10.2,6.1,7.6,182,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,9,103.0,M 5,10.2,6.1,7.6,182,ES,,,,
OPEL,ASTRA 1.8L BVM5 CLIM,9,103.0,M 5,10.3,6.2,7.7,185,ES,,,,
OPEL,ASTRA 1.9L CDTI BVA6 CLIM,8,88.0,A 6,9.6,5.3,6.9,186,GO,,,,
OPEL,ASTRA 1.9L CDTI BVA6 CLIM,8,88.0,A 6,9.6,5.3,6.9,186,GO,,,,
OPEL,ASTRA 1.9L CDTI BVA6 CLIM,8,88.0,A 6,9.7,5.4,7.0,189,GO,,,,
OPEL,ASTRA 1.9L CDTI BVA6 CLIM,8,88.0,A 6,9.7,5.4,7.0,189,GO,,,,
OPEL,ASTRA 1.9L CDTI BVA6 CLIM,8,88.0,A 6,9.7,5.4,7.0,189,GO,,,,
OPEL,ASTRA 1.9L CDTI BVA6 CLIM,8,88.0,A 6,9.7,5.4,7.0,189,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.4,4.9,5.8,157,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.5,5.0,5.9,159,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.5,5.0,5.9,159,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.5,5.0,5.9,159,GO,,,,
OPEL,ASTRA 1.9L CDTI BVM6 CLIM,7,88.0,M 6,7.5,5.0,5.9,159,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.5,5.0,5.9,159,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.5,5.0,5.9,159,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.5,5.0,5.9,159,GO,,,,
OPEL,ASTRA 1.9L CDTi BVM6 CLIM,9,110.0,M 6,7.5,5.0,5.9,159,GO,,,,
OPEL,ASTRA 1.9L Cdti BVM6 CLIM,9,110.0,M 6,7.6,5.1,6.0,160,GO,,,,
OPEL,ASTRA 1.9L Cdti BVM6 CLIM,9,110.0,M 6,7.6,5.1,6.0,160,GO,,,,
OPEL,ASTRA 2.0L Turbo (240 Ch) BVM6 CLIM,16,177.0,M 6,13.0,7.0,9.2,221,ES,,,,
OPEL,COMBO-C 1.3L CDTi BVM5,5,55.0,M 5,6.2,4.5,5.1,138,GO,,,,
OPEL,COMBO-C 1.3L CDti BVM5 CLIM,5,55.0,M 5,6.2,4.5,5.1,138,GO,,,,
OPEL,COMBO-C 1.4L Twinport BVM5,6,66.0,M 5,8.0,5.3,6.3,151,ES,,,,
OPEL,COMBO-C 1.4L Twinport BVM5 CLIM,6,66.0,M 5,8.0,5.3,6.3,151,ES,,,,
OPEL,COMBO-C 1.6L GNV BVM5,5,69.0,M 5,10.1,5.9,7.5,133,GN,,,,
OPEL,COMBO-C 1.7L CDti BVM5 CLIM,6,74.0,M 5,6.6,4.4,5.2,140,GO,,,,
OPEL,COMBO-C 1.7L CDti BVM5 CLIM,6,74.0,M 5,6.8,4.6,5.4,146,GO,,,,
