Marque,Modèle,Puissance Fiscale (CV),Puissance Moteur,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Type de Carburant,Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311 EMPAT 43 L,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.4,7.4,8.8,234,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.4,7.4,8.8,234,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.5,7.5,8.9,237,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.5,7.5,8.9,237,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.3,7.5,8.9,237,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.3,7.5,8.9,237,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.6,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.6,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.6,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.6,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.5,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.5,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.6,7.8,9.2,245,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.6,7.8,9.2,245,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.8,7.7,9.2,245,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,M 6,11.8,7.7,9.2,245,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.6,7.8,9.2,245,GO,,,,
MERCEDES-BENZ,311EMPAT 32,8,80.0,A 5,11.6,7.8,9.2,245,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.7,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.7,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.8,8.1,9.5,252,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.8,8.1,9.5,252,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.9,8.3,9.6,255,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,A 5,11.9,8.3,9.6,255,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.3,8.2,9.7,258,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.3,8.2,9.7,258,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.5,8.1,9.7,258,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.5,8.1,9.7,258,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.7,8.1,9.8,260,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.6,8.2,9.8,260,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.7,8.1,9.8,260,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.6,8.2,9.8,260,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.7,8.3,9.9,263,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.7,8.3,9.9,263,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.8,8.2,9.9,263,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.8,8.2,9.9,263,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.8,8.4,10.0,266,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.8,8.4,10.0,266,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,13.0,8.4,10.1,268,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,13.0,8.4,10.1,268,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.9,8.5,10.1,268,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,12.9,8.5,10.1,268,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,13.1,8.5,10.2,271,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,13.1,8.5,10.2,271,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311EMPAT 32,9,80.0,M 6,13.3,8.7,10.4,276,GO,,,,
MERCEDES-BENZ,311EMPAT 37,8,80.0,M 6,11.5,7.5,8.9,237,GO,,,,
MERCEDES-BENZ,311EMPAT 37,8,80.0,M 6,11.5,7.5,8.9,237,GO,,,,
MERCEDES-BENZ,311EMPAT 37,8,80.0,M 6,11.6,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,311EMPAT 37,8,80.0,M 6,11.6,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,311EMPAT 37,8,80.0,M 6,11.6,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 37,8,80.0,M 6,11.6,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 37,8,80.0,M 6,11.6,7.8,9.2,245,GO,,,,
MERCEDES-BENZ,311EMPAT 37,8,80.0,M 6,11.6,7.8,9.2,245,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.6,8.2,9.8,260,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.6,8.2,9.8,260,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.8,8.2,9.9,263,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.8,8.2,9.9,263,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.7,8.3,9.9,263,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.7,8.3,9.9,263,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.8,8.4,10.0,266,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,12.8,8.4,10.0,266,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,13.0,8.4,10.1,268,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,13.0,8.4,10.1,268,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,13.1,8.5,10.2,271,GO,,,,
MERCEDES-BENZ,311EMPAT 37,9,80.0,M 6,13.1,8.5,10.2,271,GO,,,,
MERCEDES-BENZ,311EMPAT 43,8,80.0,M 6,11.6,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,311EMPAT 43,8,80.0,M 6,11.6,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,311EMPAT 43,8,80.0,M 6,11.6,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 43,8,80.0,M 6,11.6,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,311EMPAT 43,8,80.0,M 6,11.6,7.8,9.2,245,GO,,,,
MERCEDES-BENZ,311EMPAT 43,8,80.0,M 6,11.6,7.8,9.2,245,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.3,7.6,9.0,239,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,10,110.0,A 5,11.4,7.7,9.1,242,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,11.9,7.8,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.5,7.9,9.3,247,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,A 5,11.6,8.1,9.4,250,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.1,8.0,9.5,252,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
MERCEDES-BENZ,315 (4x4) EMPAT 32,11,110.0,M 6,12.2,8.1,9.6,255,GO,,,,
