Marque,MODEL,Type de Carburant,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Puissance Fiscale (CV),Puissance Moteur,Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min,masse orde marche max
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,GO,A 5,9.9,6.5,7.8,211,8,85.0,,,,,
VOLKSWAGEN,SHARAN TDI (115ch) TIPTRONIC,GO,A 5,9.9,6.5,7.8,211,8,85.0,,,,,
MERCEDES-BENZ,S 320 CDI BERLINE BVA,GO,A 5,11.4,6.0,8.0,212,13,145.0,,,,,
AUDI,A42.5TDI (180ch) QUATTRO BV6,GO,M 6,11.2,6.0,7.9,213,11,132.0,,,,,
BMW,330d BERLINE BVA,GO,A 5,11.1,6.2,8.0,213,12,135.0,,,,,
BMW,330d BERLINE BVA,GO,A 5,11.1,6.2,8.0,213,12,135.0,,,,,
OPEL,MOVANO COMBI 1.9DTI,GO,M 5,9.9,6.9,8.0,213,7,60.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),GO,M 5,9.9,6.7,7.9,213,7,65.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),GO,M 5,9.9,6.7,7.9,213,7,65.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),GO,M 5,9.9,6.7,7.9,213,7,65.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (88ch),GO,M 5,9.9,6.7,7.9,213,7,65.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (88ch),GO,M 5,9.9,6.7,7.9,213,7,65.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (88ch),GO,M 5,9.9,6.7,7.9,213,7,65.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch),GO,M 5,9.9,6.8,7.9,213,7,75.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION,GO,M 6,11.2,6.0,7.9,213,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION,GO,M 6,11.2,6.0,7.9,213,10,110.0,,,,,
AUDI,A62.5TDI (180ch) QUATTRO BV6,GO,M 6,11.2,6.3,8.0,216,12,132.0,,,,,
AUDI,A62.5TDI (180ch) QUATTRO BV6,GO,M 6,11.2,6.3,8.0,216,12,132.0,,,,,
AUDI,A62.5TDI (180ch) QUATTRO BV6,GO,M 6,11.2,6.3,8.0,216,12,132.0,,,,,
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,GO,M 6,11.2,6.3,8.0,216,12,132.0,,,,,
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,GO,M 6,11.2,6.3,8.0,216,12,132.0,,,,,
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,GO,M 6,11.2,6.3,8.0,216,12,132.0,,,,,
BMW,330d TOURING BVA,GO,A 5,11.3,6.3,8.1,216,12,135.0,,,,,
BMW,330d TOURING BVA,GO,A 5,11.3,6.3,8.1,216,12,135.0,,,,,
BMW,525d BERLINE BVA,GO,A 5,11.1,6.4,8.1,216,11,120.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch),GO,M 5,9.8,6.9,8.0,216,8,75.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,GO,M 6,11.3,6.1,8.0,216,10,110.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,GO,M 6,11.3,6.1,8.0,216,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION,GO,M 6,11.3,6.1,8.0,216,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION,GO,M 6,11.3,6.1,8.0,216,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,GO,A 5,11.5,6.1,8.0,216,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,GO,A 5,11.5,6.1,8.0,216,10,110.0,,,,,
FORD,KOMBI 2.0TD TRACTION (75ch),GO,M 5,10.0,7.2,8.2,217,6,55.2,,,,,
FORD,KOMBI 2.0TD TRACTION (75ch),GO,M 5,10.0,7.2,8.2,217,6,55.2,,,,,
FORD,KOMBI 2.0TD TRACTION (75ch),GO,M 5,10.0,7.2,8.2,217,6,55.2,,,,,
FORD,TOURNEO 2.0TD TRACTION (75ch),GO,M 5,10.0,7.2,8.2,217,6,55.2,,,,,
AUDI,A62.5L (180ch) TIPTRONIC,GO,A 5,11.3,6.2,8.1,219,12,132.0,,,,,
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,GO,M 6,11.3,6.4,8.1,219,12,132.0,,,,,
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,GO,M 6,11.3,6.4,8.1,219,12,132.0,,,,,
AUDI,A6AVANT 2.5TDI (180ch) QUATTRO BV6,GO,M 6,11.3,6.4,8.1,219,12,132.0,,,,,
BMW,525d TOURING BVA,GO,A 5,11.5,6.3,8.2,219,11,120.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch),GO,M 5,10.1,7.0,8.1,219,8,75.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch),GO,M 5,10.1,7.0,8.1,219,8,75.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (88ch),GO,M 5,10.1,6.9,8.1,219,7,65.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,GO,M 6,11.4,6.2,8.1,219,10,110.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,GO,M 6,11.4,6.2,8.1,219,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,GO,A 5,11.6,6.2,8.1,219,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI TIPTRONIC,GO,A 5,11.6,6.2,8.1,219,10,110.0,,,,,
MERCEDES-BENZ,S 320 CDI LIMOUSINE BVA,GO,A 5,11.8,6.2,8.3,220,13,145.0,,,,,
AUDI,A62.5L (180ch) TIPTRONIC,GO,A 5,11.4,6.3,8.2,221,12,132.0,,,,,
AUDI,A6AVANT 2.5L (180ch) TIPTRONIC,GO,A 5,11.4,6.3,8.2,221,12,132.0,,,,,
AUDI,A6AVANT 2.5L (180ch) TIPTRONIC,GO,A 5,11.4,6.3,8.2,221,12,132.0,,,,,
AUDI,A82.5TDI (180ch) TIPTRONIC,GO,A 5,11.8,6.1,8.2,221,12,132.0,,,,,
BMW,530d BERLINE BVA,GO,A 5,11.8,6.3,8.3,221,13,142.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch),GO,M 5,10.0,7.1,8.2,221,8,75.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch),GO,M 5,10.0,7.1,8.2,221,8,75.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,GO,M 6,11.5,6.3,8.2,221,10,110.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION,GO,M 6,11.5,6.3,8.2,221,10,110.0,,,,,
CARBODIES,TX1,GO,M 5,10.7,7.1,8.4,222,7,58.2,,,,,
CARBODIES,TX1,GO,M 5,10.7,7.1,8.4,222,7,58.2,,,,,
CARBODIES,TX1,GO,M 5,10.7,7.1,8.4,222,7,58.2,,,,,
CARBODIES,TX1,GO,M 5,10.7,7.1,8.4,222,7,58.2,,,,,
KIA,CARNIVAL BREAK 7PL D,GO,M 5,10.9,6.8,8.3,222,9,93.0,,,,,
MERCEDES-BENZ,V 220 CDI BVA,GO,A 4,10.9,7.0,8.4,222,9,90.0,,,,,
AUDI,A82.5TDI (180ch) TIPTRONIC,GO,A 5,11.9,6.2,8.3,224,12,132.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (88ch),GO,M 5,10.2,7.1,8.3,224,7,65.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (88ch),GO,M 5,10.3,7.1,8.3,224,7,65.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (88ch),GO,M 5,10.3,7.1,8.3,224,7,65.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI TIPTRONIC,GO,A 5,11.7,6.4,8.3,224,10,110.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI TIPTRONIC,GO,A 5,11.7,6.4,8.3,224,10,110.0,,,,,
DAEWOO,KORANDO 2.3 SLTD,GO,M 5,11.5,6.4,8.2,225,8,74.0,,,,,
SSANGYONG,KORANDO 2.3 SLTD,GO,M 5,11.5,6.4,8.2,225,8,74.0,,,,,
BMW,530d TOURING BVA,GO,A 5,11.6,6.7,8.5,226,13,142.0,,,,,
HYUNDAI,TERRACAN 2.9L CRD Confort,GO,M 5,10.5,7.5,8.6,227,10,110.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI TIPTRONIC,GO,A 5,11.8,6.5,8.4,227,10,110.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI TIPTRONIC,GO,A 5,11.8,6.5,8.4,227,10,110.0,,,,,
CITROEN,JUMPER COMBI COURT 10Q 2.0HDi,GO,M 5,10.2,7.8,8.7,230,7,62.0,,,,,
CITROEN,JUMPER COMBI COURT 10Q 2.0HDi,GO,M 5,10.2,7.8,8.7,230,7,62.0,,,,,
CITROEN,JUMPER COMBI COURT 10Q 2.0HDi,GO,M 5,10.2,7.8,8.7,230,7,62.0,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.0HDi,GO,M 5,10.2,7.8,8.7,230,7,62.0,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.0HDi,GO,M 5,10.2,7.8,8.7,230,7,62.0,,,,,
PEUGEOT,BOXER COMBI COURT 10Q 2.0HDi,GO,M 5,10.2,7.8,8.7,230,7,62.0,,,,,
PEUGEOT,BOXER COMBI COURT 14Q 2.0HDi,GO,M 5,10.2,7.8,8.7,230,7,62.0,,,,,
PEUGEOT,BOXER COMBI MOYEN 10Q 2.0HDi,GO,M 5,10.2,7.8,8.7,230,7,62.0,,,,,
PEUGEOT,BOXER COMBI MOYEN 14Q 2.0HDi,GO,M 5,10.2,7.8,8.7,230,7,62.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,GO,A 4,11.0,7.2,8.5,230,8,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,GO,A 4,11.0,7.2,8.5,230,8,75.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch) BVA,GO,A 4,11.0,7.2,8.5,230,8,75.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (88ch),GO,M 5,10.4,7.3,8.5,230,7,65.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (88ch),GO,M 5,10.4,7.3,8.5,230,7,65.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch) BVA,GO,A 4,11.0,7.2,8.5,230,8,75.0,,,,,
OPEL,MOVANO COMBI 2.2DTI,GO,M 5,10.7,7.5,8.7,231,7,66.0,,,,,
OPEL,MOVANO COMBI 2.2DTI,GO,M 5,10.7,7.5,8.7,231,7,66.0,,,,,
OPEL,MOVANO COMBI 2.2DTI,GO,M 5,10.7,7.5,8.7,231,7,66.0,,,,,
BMW,330xd BERLINE BVA,GO,A 5,12.0,6.8,8.7,232,12,135.0,,,,,
BMW,730d BVA,GO,A 5,11.7,7.0,8.7,232,13,142.0,,,,,
OPEL,FRONTERA COURT 2.2DTI 16V,GO,M 5,11.1,7.1,8.6,232,8,85.0,,,,,
OPEL,OMEGA 2.5DTI 24V BVA,GO,A 5,11.9,6.7,8.6,232,10,110.0,,,,,
OPEL,OMEGA 2.5DTI 24V BVA,GO,A 5,11.9,6.7,8.6,232,10,110.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (109ch),GO,M 5,10.9,7.2,8.6,232,8,80.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.3,6.5,8.6,232,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.3,6.5,8.6,232,10,110.0,,,,,
BMW,X53.0d,GO,M 5,11.1,7.3,8.7,233,12,135.0,,,,,
OPEL,FRONTERA LONG 2.2DTI 16V,GO,M 5,11.2,7.2,8.7,235,9,85.0,,,,,
OPEL,OMEGA BREAK 2.5DTI 24V BVA,GO,A 5,12.0,6.8,8.7,235,10,110.0,,,,,
OPEL,OMEGA BREAK 2.5DTI 24V BVA,GO,A 5,12.0,6.8,8.7,235,10,110.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch) BVA,GO,A 4,11.2,7.4,8.7,235,8,75.0,,,,,
BMW,330xd TOURING BVA,GO,A 5,12.2,7.0,8.9,236,12,135.0,,,,,
OPEL,MOVANO COMBI 2.5DTI,GO,M 5,10.7,7.9,8.9,237,9,84.0,,,,,
OPEL,MOVANO COMBI 2.5DTI,GO,M 5,10.7,7.9,8.9,237,9,84.0,,,,,
OPEL,MOVANO COMBI 2.5DTI,GO,M 5,10.7,7.9,8.9,237,9,84.0,,,,,
HYUNDAI,SATELLITE 2.5L TD SVX Confort 7PL EURO III,GO,M 5,11.3,7.8,9.1,238,8,73.6,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (109ch),GO,M 5,11.1,7.4,8.8,238,8,80.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (109ch),GO,M 5,11.1,7.4,8.8,238,8,80.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (109ch),GO,M 5,11.1,7.4,8.8,238,8,80.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.5,6.6,8.8,238,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.5,6.6,8.8,238,10,110.0,,,,,
HYUNDAI,SATELLITE 2.5L TD SVX Confort 9PL EURO III,GO,M 5,11.3,7.8,9.1,239,8,73.6,,,,,
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,12.9,6.6,8.9,240,12,132.0,,,,,
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,12.9,6.6,8.9,240,12,132.0,,,,,
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,12.9,6.6,8.9,240,12,132.0,,,,,
AUDI,ALLROAD 2.5L (180ch) QUATTRO BV6,GO,M 6,12.3,7.0,8.9,240,12,132.0,,,,,
AUDI,ALLROAD 2.5L (180ch) QUATTRO BV6+B.T.,GO,M 6,12.3,7.0,8.9,240,12,132.0,,,,,
KIA,CARNIVAL BREAK 7PL D BVA,GO,A 4,12.4,7.2,9.1,240,9,93.0,,,,,
LAND ROVER,FREELANDER Td4 3P STEPTRONIC,GO,A 5,11.2,7.1,8.6,240,8,82.0,,,,,
LAND ROVER,FREELANDER Td4 5P STEPTRONIC,GO,A 5,11.2,7.1,8.6,240,8,82.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) BVA,GO,A 4,11.1,7.8,8.9,240,8,75.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (95ch),GO,M 5,11.5,7.6,8.9,240,8,70.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch) BVA,GO,A 4,11.4,7.6,8.9,240,8,75.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch) BVA,GO,A 4,11.4,7.6,8.9,240,8,75.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.6,6.7,8.9,240,10,110.0,,,,,
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.6,6.7,8.9,240,10,110.0,,,,,
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,13.0,6.7,9.0,243,12,132.0,,,,,
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,13.0,6.7,9.0,243,12,132.0,,,,,
AUDI,A6AVANT 2.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,13.0,6.7,9.0,243,12,132.0,,,,,
AUDI,A6AVANT 2.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,13.0,6.7,9.0,243,12,132.0,,,,,
AUDI,A6AVANT 2.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,13.0,6.7,9.0,243,12,132.0,,,,,
AUDI,A82.5TDI (180ch) QUATTRO TIPTRONIC,GO,A 5,13.1,6.6,9.0,243,12,132.0,,,,,
AUDI,ALLROAD 2.5L (180ch) QUATTRO BV6,GO,M 6,12.4,7.1,9.0,243,12,132.0,,,,,
AUDI,ALLROAD 2.5L (180ch) QUATTRO BV6+B.T.,GO,M 6,12.4,7.1,9.0,243,12,132.0,,,,,
CARBODIES,TX1BVA,GO,A 4,10.9,8.2,9.2,243,8,65.1,,,,,
CARBODIES,TX1BVA,GO,A 4,10.9,8.2,9.2,243,8,65.1,,,,,
CARBODIES,TX1BVA,GO,A 4,10.9,8.2,9.2,243,8,65.1,,,,,
CARBODIES,TX1BVA,GO,A 4,10.9,8.2,9.2,243,8,65.1,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.8,6.8,9.0,243,10,110.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.8,6.8,9.0,243,10,110.0,,,,,
DAEWOO,MUSSO 2.3 SLTD,GO,M 5,11.3,7.7,9.0,245,8,74.0,,,,,
DAEWOO,MUSSO 2.9 SELTD,GO,M 5,12.0,7.6,9.2,245,9,88.0,,,,,
SSANGYONG,MUSSO 2.3 SLTD,GO,M 5,11.3,7.7,9.0,245,8,74.0,,,,,
SSANGYONG,MUSSO 2.9 SELTD,GO,M 5,12.0,7.6,9.2,245,9,88.0,,,,,
HYUNDAI,SANTA FE 2.0L CRDi 4WD GLS Luxe,GO,A 4,11.8,7.7,9.2,246,9,82.5,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) BVA,GO,A 4,11.3,8.0,9.1,246,8,75.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) BVA,GO,A 4,11.3,8.0,9.1,246,8,75.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (83ch),GO,M 5,12.0,7.7,9.1,246,7,61.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (95ch),GO,M 5,11.7,7.8,9.1,246,8,70.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (95ch),GO,M 5,11.7,7.8,9.1,246,8,70.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (95ch),GO,M 5,11.7,7.8,9.1,246,8,70.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.9,6.9,9.1,246,11,110.0,,,,,
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION TIPTRONIC,GO,A 5,12.9,6.9,9.1,246,11,110.0,,,,,
MERCEDES-BENZ,ML270 CDI,GO,M 6,12.5,7.7,9.4,248,11,120.0,,,,,
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (109ch),GO,M 5,12.1,7.6,9.2,248,9,80.0,,,,,
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (109ch),GO,M 5,12.1,7.6,9.2,248,9,80.0,,,,,
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (95ch),GO,M 5,11.9,7.8,9.2,248,8,70.0,,,,,
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (95ch),GO,M 5,11.9,7.8,9.2,248,8,70.0,,,,,
KIA,SPORTAGE 5P D,GO,M 5,11.5,7.7,9.1,250,8,61.0,,,,,
MERCEDES-BENZ,ML270 CDI BVA,GO,A 5,12.4,8.0,9.5,250,11,120.0,,,,,
KIA,SPORTAGE 5P D BVA,GO,A 4,12.5,7.5,9.4,251,8,61.0,,,,,
MITSUBISHI,PAJERO COURT 3.2DI-D,GO,M 5,12.1,7.9,9.5,251,11,118.0,,,,,
MITSUBISHI,PAJERO LONG 3.2DI-D,GO,M 5,12.1,7.9,9.5,251,11,118.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (83ch),GO,M 5,12.2,7.9,9.3,251,8,61.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (83ch),GO,M 5,12.2,7.9,9.3,251,8,61.0,,,,,
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (83ch),GO,M 5,12.2,7.9,9.3,251,8,61.0,,,,,
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (83ch),GO,M 5,12.2,7.9,9.3,251,8,61.0,,,,,
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (83ch),GO,M 5,12.2,7.9,9.3,251,8,61.0,,,,,
CITROEN,JUMPER COMBI COURT 10Q 2.8HDi,GO,M 5,12.1,8.0,9.5,253,10,93.5,,,,,
CITROEN,JUMPER COMBI COURT 14Q 2.8HDi,GO,M 5,12.1,8.0,9.5,253,10,93.5,,,,,
MERCEDES-BENZ,S 400 CDI BERLINE BVA,GO,A 5,14.2,7.0,9.6,253,17,184.0,,,,,
MERCEDES-BENZ,S 400 CDI LIMOUSINE BVA,GO,A 5,14.2,7.0,9.6,253,17,184.0,,,,,
PEUGEOT,BOXER COMBI COURT 14Q 2.8HDi,GO,M 5,12.1,8.0,9.5,253,10,93.5,,,,,
TOYOTA,LAND CRUISER 3P 3.0TD4D,GO,M 5,11.7,8.2,9.5,253,11,120.0,,,,,
TOYOTA,LAND CRUISER 5P 3.0TD4D,GO,M 5,11.7,8.2,9.5,253,11,120.0,,,,,
TOYOTA,LAND CRUISER 5P 3.0TD4D 8PL,GO,M 5,11.7,8.2,9.5,253,11,120.0,,,,,
OPEL,FRONTERA COURT 2.2DTI 16V BVA,GO,A 4,12.2,7.8,9.4,254,9,85.0,,,,,
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (109ch),GO,M 5,12.3,7.8,9.4,254,9,80.0,,,,,
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (95ch),GO,M 5,12.1,8.0,9.4,254,8,70.0,,,,,
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (109ch),GO,M 5,12.3,7.8,9.4,254,9,80.0,,,,,
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (109ch),GO,M 5,12.3,7.8,9.4,254,9,80.0,,,,,
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (95ch),GO,M 5,12.1,8.0,9.4,254,8,70.0,,,,,
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (95ch),GO,M 5,12.1,8.0,9.4,254,8,70.0,,,,,
JEEP,CHEROKEE TD 3P,GO,M 5,11.7,7.3,9.0,255,9,85.0,,,,,
JEEP,CHEROKEE TD 5P,GO,M 5,11.7,7.3,9.0,255,9,85.0,,,,,
HYUNDAI,SATELLITE 2.5L TD SVX Confort 7PL,GO,M 5,12.3,8.0,9.6,256,8,73.0,,,,,
