Marque,MODEL,Type de Carburant,Transmission,Consommation Urbaine (L/100 km),Consommation Autoroute (L/100 km),Consommation Mixte (L/100 km),Emissions CO2 (g/km),Puissance Fiscale (CV),Puissance Moteur,Catégorie de Véhicule,Cylindrée (L),Cylindres,masse orde marche min,masse orde marche max
HYUNDAI,SATELLITE 2.5L TD SVX Confort 9PL,GO,M 5,12.3,8.0,9.6,256,8,73.0,,,,,
HYUNDAI,SATELLITE 2.5L TD HSV 4WD 7PL EURO III,GO,M 5,12.3,8.3,9.8,257,8,73.6,,,,,
OPEL,FRONTERA LONG 2.2DTI 16V BVA,GO,A 4,12.3,7.9,9.5,257,9,85.0,,,,,
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (83ch),GO,M 5,12.4,8.1,9.5,257,8,61.0,,,,,
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (83ch),GO,M 5,12.4,8.1,9.5,257,8,61.0,,,,,
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (83ch),GO,M 5,12.4,8.1,9.5,257,8,61.0,,,,,
AUDI,ALLROAD 2.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,13.4,7.5,9.6,259,13,132.0,,,,,
BMW,X53.0d BVA,GO,A 5,12.3,8.2,9.7,259,13,135.0,,,,,
CITROEN,JUMPER COMBI COURT 10Q 2.8HDi,GO,M 5,12.4,8.2,9.8,259,10,93.5,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.8HDi,GO,M 5,12.4,8.2,9.8,259,10,93.5,,,,,
PEUGEOT,BOXER COMBI COURT 10Q 2.8HDi,GO,M 5,12.4,8.2,9.8,259,10,93.5,,,,,
PEUGEOT,BOXER COMBI MOYEN 14Q 2.8HDi,GO,M 5,12.4,8.2,9.8,259,10,93.5,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch) SYNCRO,GO,M 5,13.4,7.8,9.6,259,8,75.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch) SYNCRO,GO,M 5,13.2,7.8,9.6,259,8,75.0,,,,,
HYUNDAI,TERRACAN 2.9L CRDi Luxe,GO,A 4,12.6,8.2,9.8,260,11,110.0,,,,,
NISSAN,TERRANO COURT 2.7TDi,GO,M 5,11.8,8.6,9.8,260,10,92.0,,,,,
NISSAN,TERRANO COURT 2.7TDi,GO,M 5,11.8,8.6,9.8,260,10,92.0,,,,,
AUDI,ALLROAD 2.5L (180ch) QUATTRO TIPTRONIC,GO,A 5,13.0,7.6,9.7,262,13,132.0,,,,,
LAND ROVER,DISCOVERY SEVEN Td5,GO,M 5,11.5,8.2,9.4,262,10,101.5,,,,,
LAND ROVER,DISCOVERY Td5,GO,M 5,11.5,8.2,9.4,262,10,101.5,,,,,
LAND ROVER,DISCOVERY Td5 avec SLS,GO,M 5,11.5,8.2,9.4,262,10,101.5,,,,,
NISSAN,TERRANO LONG 2.7TDi,GO,M 5,11.9,8.7,9.9,263,10,92.0,,,,,
NISSAN,TERRANO LONG 2.7TDi,GO,M 5,11.9,8.7,9.9,263,10,92.0,,,,,
AUDI,A83.3TDI (225ch) QUATTRO TIPTRONIC,GO,A 5,13.9,7.4,9.8,264,16,165.0,,,,,
CITROEN,JUMPER COMBI COURT 10Q 2.8HDi 4X4,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
CITROEN,JUMPER COMBI COURT 14Q 2.8HDi 4X4,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.8HDi,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.8HDi,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
CITROEN,JUMPER COMBI MOYEN 14Q 2.8HDi 4X4,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
PEUGEOT,BOXER COMBI COURT 10Q 2.8HDi 4X4,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
PEUGEOT,BOXER COMBI COURT 14Q 2.8HDi 4X4,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
PEUGEOT,BOXER COMBI MOYEN 14Q 2.8HDi,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
PEUGEOT,BOXER COMBI MOYEN 14Q 2.8HDi,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
PEUGEOT,BOXER COMBI MOYEN 14Q 2.8HDi 4X4,GO,M 5,12.7,8.4,10.0,265,10,93.5,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,GO,M 5,13.6,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,GO,M 5,13.6,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,GO,M 5,13.4,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) SYNCRO,GO,M 5,13.4,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,GO,M 5,13.6,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,GO,M 5,13.6,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,GO,M 5,13.4,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,GO,M 5,13.4,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch) SYNCRO,GO,M 5,13.6,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch) SYNCRO,GO,M 5,13.6,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch) SYNCRO,GO,M 5,13.4,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,COMBI COURT TDI (102ch) SYNCRO,GO,M 5,13.4,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch) SYNCRO,GO,M 5,13.6,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch) SYNCRO,GO,M 5,13.6,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch) SYNCRO,GO,M 5,13.4,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch) SYNCRO,GO,M 5,13.4,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch) SYNCRO,GO,M 5,13.6,8.0,9.8,265,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch) SYNCRO,GO,M 5,13.4,8.0,9.8,265,9,75.0,,,,,
DAEWOO,KORANDO 2.9 SELTD,GO,M 5,12.8,8.0,9.8,266,9,88.0,,,,,
DAEWOO,KORANDO 2.9 SELTD,GO,M 5,12.8,8.0,9.8,266,9,88.0,,,,,
DAEWOO,KORANDO 2.9 SELTD,GO,M 5,12.8,8.0,9.8,266,9,88.0,,,,,
SSANGYONG,KORANDO 2.9 SELTD,GO,M 5,12.8,8.0,9.8,266,9,88.0,,,,,
SSANGYONG,KORANDO 2.9 SELTD CAB,GO,M 5,12.8,8.0,9.8,266,9,88.0,,,,,
SSANGYONG,KORANDO 2.9 SELTD CAB,GO,M 5,12.8,8.0,9.8,266,9,88.0,,,,,
OPEL,MOVANO COMBI 2.8DTI,GO,M 5,12.7,8.6,10.1,268,9,84.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,GO,M 5,13.8,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) SYNCRO,GO,M 5,13.6,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) SYNCRO,GO,M 5,13.7,8.3,10.0,270,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) SYNCRO,GO,M 5,13.7,8.3,10.0,270,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) SYNCRO,GO,M 5,13.9,8.3,10.0,270,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) SYNCRO,GO,M 5,13.9,8.3,10.0,270,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch) SYNCRO,GO,M 5,13.8,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG TDI (102ch) SYNCRO,GO,M 5,13.6,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch) SYNCRO,GO,M 5,13.8,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch) SYNCRO,GO,M 5,13.8,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch) SYNCRO,GO,M 5,13.6,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TDI (102ch) SYNCRO,GO,M 5,13.6,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch) SYNCRO,GO,M 5,13.6,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch) SYNCRO,GO,M 5,13.6,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch) SYNCRO,GO,M 5,13.8,8.2,10.0,270,9,75.0,,,,,
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch) SYNCRO,GO,M 5,13.8,8.2,10.0,270,9,75.0,,,,,
HYUNDAI,TERRACAN 2.5L TD Intercooler GL,GO,M 5,13.1,8.7,10.3,274,9,73.6,,,,,
SSANGYONG,MUSSO 2.3 SLTD BVA,GO,A 4,12.1,8.9,10.0,274,9,74.0,,,,,
MITSUBISHI,MONTERO COURT 2.5TD,GO,M 5,12.8,9.0,10.4,275,9,85.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) SYNCRO,GO,M 5,13.9,8.5,10.2,275,9,75.0,,,,,
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) SYNCRO,GO,M 5,14.1,8.5,10.2,275,9,75.0,,,,,
ISUZU,TROOPER Aventure ou Duty 2P,GO,M 5,13.6,8.7,10.5,278,12,117.0,,,,,
ISUZU,TROOPER Aventure ou Duty 4P,GO,M 5,13.6,8.7,10.5,278,12,117.0,,,,,
ISUZU,TROOPER Aventure ou Duty 4P 7PL,GO,M 5,13.6,8.7,10.5,278,12,117.0,,,,,
ISUZU,TROOPER Citation 2P,GO,M 5,13.6,8.7,10.5,278,12,117.0,,,,,
ISUZU,TROOPER Citation 4P 5PL,GO,M 5,13.6,8.7,10.5,278,12,117.0,,,,,
ISUZU,TROOPER Citation 4P 7PL,GO,M 5,13.6,8.7,10.5,278,12,117.0,,,,,
MITSUBISHI,PAJERO COURT 3.2DI-D BVA,GO,A 5,13.3,8.8,10.5,278,12,118.0,,,,,
MITSUBISHI,PAJERO COURT 3.2DI-D BVA EXCEED,GO,A 5,13.3,8.8,10.5,278,12,118.0,,,,,
MITSUBISHI,PAJERO LONG 3.2DI-D BVA,GO,A 5,13.3,8.8,10.5,278,12,118.0,,,,,
MITSUBISHI,PAJERO LONG 3.2DI-D BVA EXCEED,GO,A 5,13.3,8.8,10.5,278,12,118.0,,,,,
MITSUBISHI,PAJERO SPORT 2.5TD,GO,M 5,13.1,9.0,10.5,278,10,85.0,,,,,
NISSAN,TERRANO COURT 2.7TDi BVA,GO,A 4,12.9,9.2,10.6,279,10,92.0,,,,,
TOYOTA,LAND CRUISER 3P 3.0TD4D BVA,GO,A 4,12.8,9.0,10.4,279,12,120.0,,,,,
TOYOTA,LAND CRUISER 5P 3.0TD4D 8PL BVA,GO,A 4,12.8,9.0,10.4,279,12,120.0,,,,,
TOYOTA,LAND CRUISER 5P 3.0TD4D BVA,GO,A 4,12.8,9.0,10.4,279,12,120.0,,,,,
MITSUBISHI,MONTERO LONG 2.5TD,GO,M 5,13.0,9.2,10.6,281,10,85.0,,,,,
MITSUBISHI,PAJERO COURT 2.5TD,GO,M 5,13.3,9.1,10.6,281,10,85.0,,,,,
LAND ROVER,DEFENDER 90 STATION WAGON 6PL,GO,M 5,12.1,9.0,10.1,282,10,90.0,,,,,
LAND ROVER,DEFENDER 90 STATION WAGON 7PL,GO,M 5,12.1,9.0,10.1,282,10,90.0,,,,,
NISSAN,TERRANO LONG 2.7TDi BVA,GO,A 4,13.1,9.3,10.7,283,10,92.0,,,,,
LAND ROVER,DISCOVERY SEVEN Td5 BVA,GO,A 4,12.7,9.0,10.3,284,11,101.5,,,,,
LAND ROVER,DISCOVERY Td5 BVA,GO,A 4,12.7,9.0,10.3,284,11,101.5,,,,,
LAND ROVER,DISCOVERY Td5 BVA avec SLS,GO,A 4,12.7,9.0,10.3,284,11,101.5,,,,,
MERCEDES-BENZ,G 290 TD BREAK COURT BVA,GO,A 4,12.0,10.0,10.7,284,10,88.0,,,,,
MERCEDES-BENZ,G 290 TD BREAK LONG 7PL BVA,GO,A 4,12.0,10.0,10.7,284,10,88.0,,,,,
MERCEDES-BENZ,G 290 TD BREAK LONG BVA,GO,A 4,12.0,10.0,10.7,284,10,88.0,,,,,
TOYOTA,HIACE 2.4TD 9PL,GO,M 5,13.4,9.2,10.7,284,9,66.0,,,,,
MITSUBISHI,PAJERO LONG 2.5TD,GO,M 5,13.4,9.2,10.8,285,10,85.0,,,,,
ISUZU,TROOPER Aventure ou Duty 2P,GO,M 5,14.0,9.0,10.9,287,12,117.0,,,,,
ISUZU,TROOPER Aventure ou Duty 4P,GO,M 5,14.0,9.0,10.9,287,12,117.0,,,,,
ISUZU,TROOPER Aventure ou Duty 4P 7PL,GO,M 5,14.0,9.0,10.9,287,12,117.0,,,,,
ISUZU,TROOPER Citation 2P,GO,M 5,14.0,9.0,10.9,287,12,117.0,,,,,
ISUZU,TROOPER Citation 4P 5PL,GO,M 5,14.0,9.0,10.9,287,12,117.0,,,,,
ISUZU,TROOPER Citation 4P 7PL,GO,M 5,14.0,9.0,10.9,287,12,117.0,,,,,
NISSAN,PATROL COURT 3.0L Di BVA,GO,A 4,13.9,9.0,10.8,287,12,116.0,,,,,
NISSAN,PATROL COURT 3.0L Di BVA,GO,A 4,13.9,9.0,10.8,287,12,116.0,,,,,
NISSAN,PATROL LONG 3.0L Di BVA,GO,A 4,13.9,9.0,10.8,287,12,116.0,,,,,
NISSAN,PATROL LONG 3.0L Di BVA,GO,A 4,13.9,9.0,10.8,287,12,116.0,,,,,
OPEL,MOVANO COMBI 2.8DTI,GO,M 5,13.8,9.1,10.8,287,10,84.0,,,,,
OPEL,MOVANO COMBI 2.8DTI,GO,M 5,13.8,9.1,10.8,287,10,84.0,,,,,
HYUNDAI,GALLOPER 3P 2.5L TD Intercooler GL,GO,M 5,13.6,9.3,10.9,288,9,73.4,,,,,
HYUNDAI,GALLOPER 3P 2.5L TD Intercooler GLX,GO,M 5,13.6,9.3,10.9,288,9,73.4,,,,,
HYUNDAI,GALLOPER 5P 2.5L TD Intercooler GL,GO,M 5,13.6,9.3,10.9,288,9,73.4,,,,,
HYUNDAI,GALLOPER 5P 2.5L TD Intercooler GLX,GO,M 5,13.6,9.3,10.9,288,9,73.4,,,,,
NISSAN,PATROL COURT 3.0L Di,GO,M 5,14.3,8.8,10.8,288,12,116.0,,,,,
NISSAN,PATROL COURT 3.0L Di,GO,M 5,14.3,8.8,10.8,288,12,116.0,,,,,
NISSAN,PATROL LONG 3.0L Di,GO,M 5,14.3,8.8,10.8,288,12,116.0,,,,,
NISSAN,PATROL LONG 3.0L Di,GO,M 5,14.3,8.8,10.8,288,12,116.0,,,,,
ISUZU,TROOPER Citation 2P BVA,GO,A 4,14.0,9.1,10.9,289,12,117.0,,,,,
ISUZU,TROOPER Citation 4P 7PL BVA,GO,A 4,14.0,9.1,10.9,289,12,117.0,,,,,
ISUZU,TROOPER Citation 4P BVA,GO,A 4,14.0,9.1,10.9,289,12,117.0,,,,,
ISUZU,TROOPER Duty 2P BVA,GO,A 4,14.0,9.1,10.9,289,12,117.0,,,,,
ISUZU,TROOPER Duty 4P 7PL BVA,GO,A 4,14.0,9.1,10.9,289,12,117.0,,,,,
ISUZU,TROOPER Duty 4P BVA,GO,A 4,14.0,9.1,10.9,289,12,117.0,,,,,
LAND ROVER,RANGE ROVER 2.5L,GO,M 5,13.4,8.9,10.6,289,11,100.0,,,,,
DAEWOO,MUSSO 2.9 SELTD BVA,GO,A 4,14.2,9.1,11.0,290,10,88.0,,,,,
SSANGYONG,MUSSO 2.9 SELTD BVA,GO,A 4,14.2,9.1,11.0,290,10,88.0,,,,,
TOYOTA,LAND CRUISER SW 4.2TD,GO,M 5,14.0,9.4,11.1,292,15,150.0,,,,,
TOYOTA,LAND CRUISER SW 4.2TD 7PL,GO,M 5,14.0,9.4,11.1,292,15,150.0,,,,,
LAND ROVER,DEFENDER 110 STATION WAGON 9PL,GO,M 5,12.7,9.7,10.8,299,10,90.0,,,,,
LAND ROVER,RANGE ROVER 2.5L BVA,GO,A 4,14.5,9.6,11.4,304,11,100.0,,,,,
JEEP,GRAND CHEROKEE 3.1L TD,GO,A 4,14.9,9.7,11.7,308,11,103.0,,,,,
NISSAN,PATROL BAROUD,GO,M 5,13.8,10.4,11.7,310,10,73.5,,,,,
TOYOTA,LAND CRUISER SW 4.2TD 7PL BVA,GO,A 4,15.8,10.8,12.6,340,16,150.0,,,,,
TOYOTA,LAND CRUISER SW 4.2TD BVA,GO,A 4,15.8,10.8,12.6,340,16,150.0,,,,,
MERCEDES-BENZ,G 400 CDI BREAK COURT BVA,GO,A 5,16.1,11.0,12.8,343,19,184.0,,,,,
MERCEDES-BENZ,G 400 CDI BREAK LONG BVA,GO,A 5,16.1,11.0,12.8,343,19,184.0,,,,,
MERCEDES-BENZ,G 400 CDI CABRIOLET BVA,GO,A 5,16.1,11.0,12.8,343,19,184.0,,,,,
